Source System,MDM Person ID,Source System ID,First Name,Middle Name,Last Name,Suffix,Previous Last Name,Gender,Nationality,Birthdate,Sport Code,Sport Code Conformed,Phone Number,Email Address,City,State,Zipcode,Country,Active
EMR,1002598,1803561315006230,Jan,,BROWN,,,M,,1975-03-04 00:00:00,TRI_P,TRI_P,,j-bow@outlook.com,,,,,1
MDM,1002598,,JAMES,Vincent,BROWN,,BROWN,M,USA,1979-08-14 00:00:00,TRI_P,TRI_P,,j-bow@outlook.com,Colorado Springs,CO,97701,USA,1
EMR,1002598,1810826043406130,JAMES,,BROWN,,,M,,1979-08-14 00:00:00,TRI,TRI,3298718197,j-bow@outlook.com,Bend,OR,97707,,1
Athlete Historical,1002599,754890E2-3CE2-E511-941C-005056AD565D,Latifatu,Brian,Higgins,,,M,,1971-08-26 00:00:00,TRI_P,TRI_P,3298718197,lhiggins@charter.net,Pike Road,AL,36064,USA,1
Athlete CRM,1002599,0033h00001AcmYmAAJ,Latifatu,Brian,Higgins,,Higgins,M,,1971-08-26 00:00:00,TRI_P,TRI_P,7290211195,lhiggins@charter.net,Pike Road,AL,36064,USAA (the),1
MDM,1002599,,Latifatu,Brian,Higgins,,Higgins,M,,1971-08-26 00:00:00,TRI_P,TRI_P,7290211195,lhiggins@charter.net,Pike Road,AL,36064,USAA (the),1
Athlete Historical,1002602,9B714CAE-3DE2-E511-941C-005056AD565D,THOMAS,,Cajimat,,,,,,TRI_P,TRI_P,4713134444,tcajimat@verizzn.net,,,,,1
MDM,1002602,,THOMAS,,Cajimat,,Cajimat,,,,TRI_P,TRI_P,,tcajimat@verizzn.net,,,,,1
Athlete CRM,1002602,0033h00001AcmYuAAJ,THOMAS,,Cajimat,,Cajimat,,,,TRI_P,TRI_P,4713134444,tcajimat@verizzn.net,,,,,1
MDM,1002602,,THOMAS,,Cajimat,,Cajimat,,,,TRI_P,TRI_P,,tcajimat@verizzn.net,,,,,1
Athlete Historical,1002602,9B714CAE-3DE2-E511-941C-005056AD565D,THOMAS,,Cajimat,,,,,,TRI_P,TRI_P,,tcajimat@verizzn.net,,,,,1
Athlete CRM,1002602,0033h00001AcmYuAAJ,THOMAS,,Cajimat,,Cajimat,,,,TRI_P,TRI_P,7475040676,tcajimat@verizzn.net,,,,,1
Athlete Historical,1002604,A172EAF1-3CE2-E511-941C-005056AD565D,Lewis,,Kang,,,M,,1989-06-27 00:00:00,TRI_P,TRI_P,7475040676,lkan@outlook.com,Chicago,IL,60618,USA,1
Athlete CRM,1002604,0033h00001AcmYnAAJ,Lewis,,Kang,,Kang,M,,1989-06-27 00:00:00,TRI_P,TRI_P,4256284216,lkan@outlook.com,Chicago,IL,60618,USAA (the),1
MDM,1002604,,Lewis,,Kang,,Kang,M,USA,1989-06-27 00:00:00,TRI_P,TRI_P,8853112257,lkan@outlook.com,Chicago,IL,60618,USAA (the),1
Competition Results,1002604,1213157,Lewis,,Kang,,,M,USA,1989-06-27 00:00:00,TRI_P,TRI_P,8853112257,,,,,,1
Athlete CRM,1002605,0033h00001AcmYhAAJ,JORDAN,,Flowers,,Flowers,,,,TRI_P,TRI_P,4314634364,jflowers@gmail.com,,,,,1
Athlete Historical,1002605,A2042A45-3CE2-E511-941C-005056AD565D,JORDAN,,Flowers,,,,,,TRI_P,TRI_P,4314634364,jflowers@gmail.com,,,,,1
MDM,1002605,,JORDAN,,Flowers,,Flowers,,,,TRI_P,TRI_P,5148251832,jflowers@gmail.com,,,,,1
Training Center,1002606,A5EC9FEF-E13B-E911-AB78-005056AD000E,JOSEPH,,Mor,,,,USA,1977-10-10 00:00:00,TRI_P,TRI_P,5148251832,jmor@gmail.com,Ft. Collins,CO,80521,,1
Athlete Historical,1002606,C8415349-41E2-E511-941C-005056AD565D,JOSEPH,Houston,Mor,,,M,USA,1977-10-10 00:00:00,SSK,SSK,,j-o@outlook.com,Ft. Collins,CO,80521,USA,1
MDM,1002606,,JOSEPH,Houston,Mor,,Mor,M,USA,1977-10-10 00:00:00,TRI_P,TRI_P,5284540549,j-o@outlook.com,Ft. Collins,CO,80521,USAA (the),1
Athlete CRM,1002606,0033h00001AcmZ9AAJ,JOSEPH,Houston,Mor,,Mor,M,USA,1977-10-10 00:00:00,TRI_P,TRI_P,5284540549,j-o@outlook.com,Ft. Collins,CO,80521,USAA (the),1
MDM,1002609,,Dida,,Berendt,,Berendt,,,,TRI_P,TRI_P,,dberendt@hotmail.com,,,,,1
Athlete Historical,1002609,DF2F60E3-3DE2-E511-941C-005056AD565D,Dida,,Berendt,,,,,,TRI_P,TRI_P,8313314864,dberendt@hotmail.com,,,,,1
Athlete CRM,1002609,0033h00001AcmZ2AAJ,Dida,,Berendt,,Berendt,,,,TRI_P,TRI_P,8313314864,dberendt@hotmail.com,,,,,1
Competition Results,1002611,1213145,JT,,Theisen,,,M,USA,1972-06-15 00:00:00,TRI_P,TRI_P,,,,,,,1
Athlete CRM,1002611,0033h00001AcmYjAAJ,Johnathan,Robert,Theisen,,Theisen,M,,1972-06-15 00:00:00,TRI_P,TRI_P,,j-heisen@culturaledge.net,Elfin Forest,CA,92029,USAA (the),1
MDM,1002611,,Johnathan,Robert,Theisen,,Theisen,M,USA,1972-06-15 00:00:00,TRI_P,TRI_P,,j-heisen@culturaledge.net,Elfin Forest,CA,92029,USAA (the),1
Athlete Historical,1002611,ED736FA1-3CE2-E511-941C-005056AD565D,Johnathan,Robert,Theisen,,,M,,1972-06-15 00:00:00,TRI_P,TRI_P,,j-heisen@culturaledge.net,Elfin Forest,CA,92029,USA,1
Athlete CRM,1002613,0033h00001AcmYOAAZ,Glenn,,Cain,,Cain,,,,TRI_P,TRI_P,,gcain2@mail.com,,,,,1
Athlete Historical,1002613,FF1A122A-3AE2-E511-941C-005056AD565D,Glenn,,Cain,,,,,,TRI_P,TRI_P,,gcain2@mail.com,,,,,1
MDM,1002613,,Glenn,,Cain,,Cain,,,,TRI_P,TRI_P,,gcain2@mail.com,,,,,1
Training Center,1002617,3B64886A-07E3-E511-ADF7-005056AD000E,Adrienne,,Diab,,,,Canada,1962-06-02 00:00:00,BOB,BOB,,adiab@hotmail.com,Delta,BC,V4E 3E5,,1
MDM,1002617,,Adrienne,,Diab,,,,Canada,1962-06-02 00:00:00,BOB,BOB,,adiab@hotmail.com,Delta,BC,V4E 3E5,,1
Training Center,1002641,07C8D822-F8E3-E511-ADF7-005056AD000E,Conrad,,Dawejko,,,,USA,1999-06-24 00:00:00,ATH,ATH,,cdawejko@gmail.com,Penfield,NY,14526,USA,1
MDM,1002641,,Conrad,,Dawejko,,,,USA,1999-06-24 00:00:00,ATH,ATH,,cdawejko@gmail.com,Penfield,NY,14526,USA,1
MDM,1002642,,Sadie,,Searle,,,,USA,1998-07-17 00:00:00,ATH,ATH,,ssearle@gmail.com,Rochester,NY,14608,USA,1
Training Center,1002642,11C251D4-F7E3-E511-ADF7-005056AD000E,Sadie,,Searle,,,,USA,1998-07-17 00:00:00,ATH,ATH,,ssearle@gmail.com,Rochester,NY,14608,USA,1
MDM,1002643,,Zoe,,Nowicki,,,,USA,1999-03-30 00:00:00,ATH,ATH,,zzowicki@yahoo.com,Newark,NY,14513,USA,1
Training Center,1002643,17DA1D87-F8E3-E511-ADF7-005056AD000E,Zoe,,Nowicki,,,,USA,1999-03-30 00:00:00,ATH,ATH,,zzowicki@yahoo.com,Newark,NY,14513,USA,1
MDM,1002644,,Mike,,Stephens,,,,USA,1999-01-31 00:00:00,ATH,ATH,,mike.stephens@yahoo.com,Ontario,NY,14519,,1
Training Center,1002644,1FAA09D3-05E4-E511-ADF7-005056AD000E,Mike,,Stephens,,,,USA,1999-01-31 00:00:00,ATH,ATH,,mike.stephens@yahoo.com,Ontario,NY,14519,,1
MDM,1002645,,Dusty,,Riese,,,,USA,1999-09-11 00:00:00,ATH,ATH,,dusty.riese@hotmail.com,,,,,1
Training Center,1002645,352AFE6D-FFE3-E511-ADF7-005056AD000E,Dusty,,Riese,,,,USA,1999-09-11 00:00:00,ATH,ATH,,dusty.riese@hotmail.com,,,,,1
MDM,1002646,,SARAH,,Rasmussen,,,,USA,1999-08-19 00:00:00,ATH,ATH,,sarah.rasmussen@gmail.com,Sencerport,NY,14559,USA,1
Training Center,1002646,41828C44-06E4-E511-ADF7-005056AD000E,SARAH,,Rasmussen,,,,USA,1999-08-19 00:00:00,ATH,ATH,,sarah.rasmussen@gmail.com,Sencerport,NY,14559,USA,1
Training Center,1002647,55495EC0-05E4-E511-ADF7-005056AD000E,Cheyenne Sarah,,Vranizan,,,,USA,2001-11-04 00:00:00,ATH,ATH,,cheyennesarah.vranizzn@yahoo.com,Rochester,NY,14616,USA,1
MDM,1002647,,Cheyenne Sarah,,Vranizan,,,,USA,2001-11-04 00:00:00,ATH,ATH,,cheyennesarah.vranizzn@yahoo.com,Rochester,NY,14616,USA,1
MDM,1002648,,Gerardo,,Atkinson,,,,,,ATH,ATH,,,,,,,1
Training Center,1002648,62CC5466-F7E3-E511-ADF7-005056AD000E,Gerardo,,Atkinson,,,,,,ATH,ATH,,,,,,,1
MDM,1002649,,ALYSON,,Vance,,,,USA,2001-07-06 00:00:00,ATH,ATH,,alyson.vance@rochester.rr.com,Marion,NY,14505,USA,1
Training Center,1002649,760F267E-05E4-E511-ADF7-005056AD000E,ALYSON,,Vance,,,,USA,2001-07-06 00:00:00,ATH,ATH,,alyson.vance@rochester.rr.com,Marion,NY,14505,USA,1
Training Center,1002650,78C13BCD-00E4-E511-ADF7-005056AD000E,KYLE,,Haire,,,,USA,1998-11-24 00:00:00,ATH,ATH,,khaire@gmail.com,Mount Morris,NY,14510,USA,1
MDM,1002650,,KYLE,,Haire,,,,USA,1998-11-24 00:00:00,ATH,ATH,,khaire@gmail.com,Mount Morris,NY,14510,USA,1
MDM,1002651,,Adam Sebastian,,Vanwagner,,,,USA,1998-12-24 00:00:00,ATH,ATH,,avanwagner@gmail.com,Canastota,NY,13032,USA,1
Training Center,1002651,82C54D47-F6E3-E511-ADF7-005056AD000E,Adam Sebastian,,Vanwagner,,,,USA,1998-12-24 00:00:00,ATH,ATH,,avanwagner@gmail.com,Canastota,NY,13032,USA,1
MDM,1002652,,Marina,,Porras,,,,Poland,1988-04-28 00:00:00,ATH,ATH,,mporras@wp.pl,Byogoszcz,,85-784,,1
Training Center,1002652,95D6B95B-D2E3-E511-ADF7-005056AD000E,Marina,,Porras,,,,Poland,1988-04-28 00:00:00,ATH,ATH,,mporras@wp.pl,Byogoszcz,,85-784,,1
MDM,1002653,,Josie,,Farrel,,,,USA,2000-11-01 00:00:00,ATH,ATH,,jfarrel@icloud.com,New Hartford,NY,13413,USA,1
Training Center,1002653,9A6D44AB-00E4-E511-ADF7-005056AD000E,Josie,,Farrel,,,,USA,2000-11-01 00:00:00,ATH,ATH,,jfarrel@icloud.com,New Hartford,NY,13413,USA,1
Training Center,1002654,A8BC409D-F7E3-E511-ADF7-005056AD000E,Ian,,Yellock,,,,USA,1999-05-11 00:00:00,ATH,ATH,,iyellock@gmail.com,Clyde,NY,14433,USA,1
MDM,1002654,,Ian,,Yellock,,,,USA,1999-05-11 00:00:00,ATH,ATH,,iyellock@gmail.com,Clyde,NY,14433,USA,1
MDM,1002655,,Eli,,Atanassov,,,,USA,2002-03-25 00:00:00,ATH,ATH,,eatanassov@hotmail.com,Delanson,NY,12053,USA,1
Training Center,1002655,AD995864-04E4-E511-ADF7-005056AD000E,Eli,,Atanassov,,,,USA,2002-03-25 00:00:00,ATH,ATH,,eatanassov@hotmail.com,Delanson,NY,12053,USA,1
MDM,1002656,,Austyn,,Milligan,,,,USA,1999-01-15 00:00:00,ATH,ATH,,amilligan@gmail.com,Hornell,NY,14843,USA,1
Training Center,1002656,BB9E2DE2-00E4-E511-ADF7-005056AD000E,Austyn,,Milligan,,,,USA,1999-01-15 00:00:00,ATH,ATH,,amilligan@gmail.com,Hornell,NY,14843,USA,1
MDM,1002657,,KEVIN,,Ebner,,,,USA,2001-06-20 00:00:00,ATH,ATH,,kebner@gmail.com,Wayland,NY,14572,USA,1
Training Center,1002657,C6E37415-F9E3-E511-ADF7-005056AD000E,KEVIN,,Ebner,,,,USA,2001-06-20 00:00:00,ATH,ATH,,kebner@gmail.com,Wayland,NY,14572,USA,1
Training Center,1002658,DF9FE728-04E4-E511-ADF7-005056AD000E,JP,,Little,,,,USA,2000-01-20 00:00:00,ATH,ATH,,jlittle@hotmail.com,Rushford,NY,14777,USA,1
MDM,1002658,,JP,,Little,,,,USA,2000-01-20 00:00:00,ATH,ATH,,jlittle@hotmail.com,Rushford,NY,14777,USA,1
Training Center,1002659,E677CC43-04E4-E511-ADF7-005056AD000E,Samantha Maria,,Kearney,,,,USA,2000-07-14 00:00:00,ATH,ATH,,skearney_02@indstream.net,Manchester,NY,14504,USA,1
MDM,1002659,,Samantha Maria,,Kearney,,,,USA,2000-07-14 00:00:00,ATH,ATH,,skearney_02@indstream.net,Manchester,NY,14504,USA,1
Training Center,1002660,E8F489DA-03E4-E511-ADF7-005056AD000E,Samuel,,Rivera,,,,USA,2000-04-23 00:00:00,ATH,ATH,,srivera@gmail.com,Fairport,NY,14450,USA,1
MDM,1002660,,Samuel,,Rivera,,,,USA,2000-04-23 00:00:00,ATH,ATH,,srivera@gmail.com,Fairport,NY,14450,USA,1
Training Center,1002356,203B9CF2-9FE0-E511-ADF7-005056AD000E,Dawn,,Karas,,,,Sweden,1995-04-10 00:00:00,ATH,ATH,,karas.dawn@hotmail.com,San Diego,CA,92154,USA,1
MDM,1002356,,Dawn,,Karas,,,,Sweden,1995-04-10 00:00:00,ATH,ATH,,karas.dawn@hotmail.com,San Diego,CA,92154,USA,1
MDM,1002369,,Farran,,Bergsma,,,,Sweden,,ATH,ATH,,fbergsma@gmail.com,Goteborg,,41753,,1
Training Center,1002369,3DC6927E-9EE0-E511-ADF7-005056AD000E,Farran,,Bergsma,,,,Sweden,,ATH,ATH,,fbergsma@gmail.com,Goteborg,,41753,,1
EMR,1002681,1673794692106130,Anna Grace,,Nott,,,F,,1990-04-16 00:00:00,BOB,BOB,,,,,,,1
Competition Results,1002681,1480189,Anna Grace,,Nott,,,F,USA,1990-04-16 00:00:00,BOB,BOB,,,,,,,1
MDM,1002681,,Anna Grace,,Nott,,,F,USA,1990-04-16 00:00:00,BOB,BOB,,,,,,,1
MDM,1002682,,Tali,,Takada,,,M,USA,2001-05-10 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1002682,1481553,Tali,,Takada,,,M,USA,2001-05-10 00:00:00,SKI,SKI,,,,,,,1
MDM,1002683,,Thad,Remi,Maufrichtig,,Maufrichtig,F,USA,2003-10-10 00:00:00,SBX_P,SBX_P,,tmaufrichtig@gmail.com,Santa Barbara,CA,93101,USAA (the),1
Training Center,1002376,4C261805-A0E0-E511-ADF7-005056AD000E,Esteban,Matti,Hinds,,,,Sweden,1996-12-25 00:00:00,ATH,ATH,,esteban.hinds@live.se,San Diego,CA,92154,USA,1
MDM,1002376,,Esteban,Matti,Hinds,,,,Sweden,1996-12-25 00:00:00,ATH,ATH,7623644136,esteban.hinds@live.se,San Diego,CA,92154,USA,1
EMR,1002683,1892132778842450,Thad,,Maufrichtig,,,F,,2003-10-10 00:00:00,SKI,SKI,,tmaufrichtig@gmail.com,,,,,1
Athlete Historical,1002683,C07E6E0C-ACBD-E811-810A-005056AD0A0F,Thad,,Maufrichtig,,,F,USA,2003-10-10 00:00:00,SKI,SKI,7623644136,tmaufrichtig@protonmail.com,Carlsbad,CA,92009,USA,1
Competition Results,1002683,1481556,Thad,,Maufrichtig,,,F,USA,2003-10-10 00:00:00,SKI,SKI,7623644136,,,,,,1
Athlete CRM,1002683,0033h00001AcexSAAR,Thad,Remi,Maufrichtig,,Maufrichtig,F,USA,2003-10-10 00:00:00,SBX_P,SBX_P,7623644136,tmaufrichtig@gmail.com,Santa Barbara,CA,93101,USAA (the),1
Training Center,1002976,0181C374-7AE4-E511-ADF7-005056AD000E,Josie,,Tomlinson,,,,,1993-11-09 00:00:00,WGT,WGT,7623644136,jtomlinson@gmail.com,Buffalo,MN,56308,USA,1
MDM,1002976,,Josie,,Tomlinson,,,,,1993-11-09 00:00:00,WGT,WGT,,jtomlinson@gmail.com,Buffalo,MN,56308,USA,1
Training Center,1002985,08A43E88-7CE4-E511-ADF7-005056AD000E,CHRISTOPHER,,Knight,,,,,1982-06-19 00:00:00,WGT,WGT,7623644136,cknight@gmail.com,Binghamton,NY,13903,USA,1
MDM,1002985,,CHRISTOPHER,,Knight,,,,,1982-06-19 00:00:00,WGT,WGT,,cknight@gmail.com,Binghamton,NY,13903,USA,1
MDM,1002998,,Brandy,,Moskaly,,,,,2004-12-04 00:00:00,WRE,WRE,,,Richfield,MN,55423,USA,1
Training Center,1002998,11472C9D-82E4-E511-ADF7-005056AD000E,Brandy,,Moskaly,,,,,2004-12-04 00:00:00,WRE,WRE,,,Richfield,MN,55423,USA,1
MDM,1003001,,Donnie,,Sek,,,,,1958-01-20 00:00:00,WGT,WGT,,dsek@hotmail.com,Golden,CO,80403,USA,1
Training Center,1003001,153382A4-7DE4-E511-ADF7-005056AD000E,Donnie,,Sek,,,,,1958-01-20 00:00:00,WGT,WGT,,dsek@hotmail.com,Golden,CO,80403,USA,1
Training Center,1003002,18423FDC-7AE4-E511-ADF7-005056AD000E,K C,,Hett,,,,,1984-09-15 00:00:00,WGT,WGT,,khett@gmail.com,Republic,MO,65738,USA,1
MDM,1003002,,K C,,Hett,,,,,1984-09-15 00:00:00,WGT,WGT,,khett@gmail.com,Republic,MO,65738,USA,1
EMR,1003009,1774544452006300,Lyda,,Limkemann,,,M,,2005-08-01 00:00:00,WRE,WRE,,,,,,,1
EMR,1003009,1774544452006300,Lyda,,Limkemann,,,M,,2005-08-01 00:00:00,WRE,WRE,,,,,,,1
MDM,1003009,,Lyda,,Limkemann,,Limkemann,M,,2005-08-01 00:00:00,WRE,WRE,,llimkeman@outlook.com,St. Louis,MO,63304,USA,1
MDM,1003009,,Lyda,,Limkemann,,Limkemann,M,,2005-08-01 00:00:00,WRE,WRE,,llimkeman@outlook.com,St. Louis,MO,63304,USA,1
Athlete CRM,1003009,003VY000001wKsDYAU,Lyda,,Limkemann,,Limkemann,M,,2005-08-01 00:00:00,WRE,WRE,,llimkeman@outlook.com,St. Louis,MO,63304,USA,1
Athlete CRM,1003009,003VY000001wKsDYAU,Lyda,,Limkemann,,Limkemann,M,,2005-08-01 00:00:00,WRE,WRE,,llimkeman@outlook.com,St. Louis,MO,63304,USA,1
Training Center,1003009,2170AA17-89E4-E511-ADF7-005056AD000E,Lyda,,Limkemann,,,,,2005-08-01 00:00:00,WRE,WRE,,llimkemann@hotmail.com,Weldon Spring,MO,63304,USA,1
Training Center,1003009,2170AA17-89E4-E511-ADF7-005056AD000E,Lyda,,Limkemann,,,,,2005-08-01 00:00:00,WRE,WRE,,llimkemann@hotmail.com,Weldon Spring,MO,63304,USA,1
Athlete CRM,1003009,003VY000001wKsDYAU,Lyda,,Limkemann,,Limkemann,M,,2005-08-01 00:00:00,WRE,WRE,,llimkeman@outlook.com,St. Louis,MO,63304,USA,1
Training Center,1003009,2170AA17-89E4-E511-ADF7-005056AD000E,Lyda,,Limkemann,,,,,2005-08-01 00:00:00,WRE,WRE,,llimkemann@hotmail.com,Weldon Spring,MO,63304,USA,1
EMR,1003009,1774544452006300,Lyda,,Limkemann,,,M,,2005-08-01 00:00:00,WRE,WRE,,,,,,,1
MDM,1003009,,Lyda,,Limkemann,,Limkemann,M,,2005-08-01 00:00:00,WRE,WRE,,llimkeman@outlook.com,St. Louis,MO,63304,USA,1
MDM,1003014,,Hanne,,Del Mar,,,,,1992-04-04 00:00:00,WGT,WGT,,hdelmar@gmail.com,Pittsburgh,CA,94565,USA,1
Training Center,1003014,2461D215-7EE4-E511-ADF7-005056AD000E,Hanne,,Del Mar,,,,,1992-04-04 00:00:00,WGT,WGT,,hdelmar@gmail.com,Pittsburgh,CA,94565,USA,1
MDM,1003018,,Duilio,,Limkemann,,,,,1971-12-28 00:00:00,WRE,WRE,,dlimkemann@hotmail.com,Weldon Springs,MO,63304,USA,1
Training Center,1003018,26F85656-84E4-E511-ADF7-005056AD000E,Duilio,,Limkemann,,,,,1971-12-28 00:00:00,WRE,WRE,,dlimkemann@hotmail.com,Weldon Springs,MO,63304,USA,1
MDM,1003018,,Duilio,,Limkemann,,,,,1971-12-28 00:00:00,WRE,WRE,,dlimkemann@hotmail.com,Weldon Springs,MO,63304,USA,1
Training Center,1003018,26F85656-84E4-E511-ADF7-005056AD000E,Duilio,,Limkemann,,,,,1971-12-28 00:00:00,WRE,WRE,,dlimkemann@hotmail.com,Weldon Springs,MO,63304,USA,1
MDM,1003020,,Emilee,,Schmitt,,,,USA,2000-01-18 00:00:00,WRE,WRE,,eschmitt@gmail.com,St. Louis,MO,63129,USA,1
Training Center,1003020,280D5D42-83E4-E511-ADF7-005056AD000E,Emilee,,Schmitt,,,,USA,2000-01-18 00:00:00,WRE,WRE,,eschmitt@gmail.com,St. Louis,MO,63129,USA,1
Training Center,1003022,2B0FBF33-7EE4-E511-ADF7-005056AD000E,Lauri,,Leydon-Mahoney,,,,,1982-08-05 00:00:00,WGT,WGT,,lleydonmahoney_02@mail.com,Albuquerque,NM,87107,USA,1
MDM,1003022,,Lauri,,Leydon-Mahoney,,,,,1982-08-05 00:00:00,WGT,WGT,,lleydonmahoney_02@mail.com,Albuquerque,NM,87107,USA,1
Training Center,1003024,2DC5A4F3-83E4-E511-ADF7-005056AD000E,Ethan Shea,,Woolley,,,,USA,1999-06-07 00:00:00,WRE,WRE,,ewoolley_02@mail.com,Orlando,FL,3217,USA,1
MDM,1003024,,Ethan Shea,,Woolley,,,,USA,1999-06-07 00:00:00,WRE,WRE,,ewoolley_02@mail.com,Orlando,FL,3217,USA,1
Training Center,1003026,30ED36A9-84E4-E511-ADF7-005056AD000E,Cas,,Youssefiani,,,,USA,2002-11-01 00:00:00,WRE,WRE,,cyoussefiani@cctulsa.com,Bixby,OK,74008,USA,1
MDM,1002388,,Mallory,,Dailey,,,,Sweden,1989-08-26 00:00:00,ATH,ATH,,mallory.dailey_02@mail.com,,,,,1
MDM,1003031,,Junior,,Hamm,,,,,1985-09-30 00:00:00,WGT,WGT,,jhamm@gmail.com,Freeport,NY,11520,USA,1
Training Center,1003031,35598B07-7DE4-E511-ADF7-005056AD000E,Junior,,Hamm,,,,,1985-09-30 00:00:00,WGT,WGT,,jhamm@gmail.com,Freeport,NY,11520,USA,1
MDM,1003035,,CHRIS,,Goeders,,,,Australia,1990-08-15 00:00:00,BOB,BOB,,chrisg@gmail.com,Mullaloo,WA,6027,USA,1
Training Center,1003035,3A53EB86-B6E4-E511-ADF7-005056AD000E,CHRIS,,Goeders,,,,Australia,1990-08-15 00:00:00,BOB,BOB,,chrisg@gmail.com,Mullaloo,WA,6027,USA,1
Training Center,1003036,3AB07440-82E4-E511-ADF7-005056AD000E,Tyler Austin,,Kremer,,,,,1999-01-12 00:00:00,WRE,WRE,,tkremer@yahoo.com,O'Fallon,MO,63368,USA,1
MDM,1003036,,Tyler Austin,,Kremer,,,,,1999-01-12 00:00:00,WRE,WRE,,tkremer@yahoo.com,O'Fallon,MO,63368,USA,1
MDM,1003049,,Anton,,Shertzer,,,,,1999-09-30 00:00:00,WRE,WRE,,ashertzzr@yahoo.com,Glenwood,IA,51534,USA,1
Training Center,1003049,41BFFC96-83E4-E511-ADF7-005056AD000E,Anton,,Shertzer,,,,,1999-09-30 00:00:00,WRE,WRE,,ashertzzr@yahoo.com,Glenwood,IA,51534,USA,1
MDM,1003052,,Drew,,Hodor,,,,USA,1998-12-05 00:00:00,WRE,WRE,,dhodor@yahoo.com,Mount Vernon,WA,98274,USA,1
Training Center,1003052,4203CD03-82E4-E511-ADF7-005056AD000E,Drew,,Hodor,,,,USA,1998-12-05 00:00:00,WRE,WRE,,dhodor@yahoo.com,Mount Vernon,WA,98274,USA,1
Training Center,1003055,49BA238C-C1E4-E511-ADF7-005056AD000E,Ryan Jacob,,Reusing,,,,USA,1991-01-20 00:00:00,BOB,BOB,,rreusing@gmail.com,Park City,MO,84098,USA,1
MDM,1003055,,Ryan Jacob,,Reusing,,,,USA,1991-01-20 00:00:00,BOB,BOB,,rreusing@gmail.com,Park City,MO,84098,USA,1
MDM,1003071,,ANDREW,,Roche,,,,,1982-02-09 00:00:00,WGT,WGT,,aroche@gmail.com,Thorton,CO,80229,USA,1
Training Center,1003071,5696B989-7DE4-E511-ADF7-005056AD000E,ANDREW,,Roche,,,,,1982-02-09 00:00:00,WGT,WGT,,aroche@gmail.com,Thorton,CO,80229,USA,1
Training Center,1003082,60C7BB60-80E4-E511-ADF7-005056AD000E,Zachariah,,Borojovic,,,,,,WRE,WRE,,,,,,,1
MDM,1003082,,Zachariah,,Borojovic,,,,,,WRE,WRE,,,,,,,1
Training Center,1003087,643229AB-80E4-E511-ADF7-005056AD000E,Zachariah,,Cleland,,,,,1999-03-13 00:00:00,WRE,WRE,,zzleland@live.com,mount Vernon,WA,98273,USA,1
MDM,1003087,,Zachariah,,Cleland,,,,,1999-03-13 00:00:00,WRE,WRE,,zzleland@live.com,mount Vernon,WA,98273,USA,1
Training Center,1003090,678B4C28-85E4-E511-ADF7-005056AD000E,Nico,,Cotty,,,,USA,1998-12-02 00:00:00,WRE,WRE,,nico.cotty_02@mail.com,Colorado Springs,CO,80918,USA,1
MDM,1003090,,Nico,,Cotty,,,,USA,1998-12-02 00:00:00,WRE,WRE,,nico.cotty_02@mail.com,Colorado Springs,CO,80918,USA,1
MDM,1003092,,Sam Brian,,Freire,,,,,1998-05-28 00:00:00,WRE,WRE,,sfreire@gmail.com,COS,CO,80925,USA,1
Training Center,1003092,6A06036E-85E4-E511-ADF7-005056AD000E,Sam Brian,,Freire,,,,,1998-05-28 00:00:00,WRE,WRE,,sfreire@gmail.com,COS,CO,80925,USA,1
Training Center,1003099,72716790-89E4-E511-ADF7-005056AD000E,Alexa,,Perry,,,,USA,2007-09-25 00:00:00,GYM,GYM,,aperry_02@mail.com,Colorado Springs,CO,80920,,1
MDM,1003099,,Alexa,,Perry,,,,USA,2007-09-25 00:00:00,GYM,GYM,,aperry_02@mail.com,Colorado Springs,CO,80920,,1
Training Center,1003109,7F5A25C5-81E4-E511-ADF7-005056AD000E,JACOB,,Grose,,,,,2002-07-10 00:00:00,WRE,WRE,,jgrose@e-groch.com,Merion Station,PA,19066,USA,1
MDM,1003109,,JACOB,,Grose,,,,,2002-07-10 00:00:00,WRE,WRE,,jgrose@e-groch.com,Merion Station,PA,19066,USA,1
Training Center,1003112,839F434F-81E4-E511-ADF7-005056AD000E,ANDREW,,George,,,,,1998-08-24 00:00:00,WRE,WRE,,ageorge@gmail.com,St. Peters,MO,63376,USA,1
MDM,1003112,,ANDREW,,George,,,,,1998-08-24 00:00:00,WRE,WRE,,ageorge@gmail.com,St. Peters,MO,63376,USA,1
MDM,1003114,,Dylan Mac,,Barnes Jr,,,,,1986-01-26 00:00:00,WGT,WGT,,dbarnesjr@yahoo.com,Denver,CO,80221,USA,1
Training Center,1003114,86771B2F-7DE4-E511-ADF7-005056AD000E,Dylan Mac,,Barnes Jr,,,,,1986-01-26 00:00:00,WGT,WGT,,dbarnesjr@yahoo.com,Denver,CO,80221,USA,1
MDM,1003123,,Devon,,Gomez-Grenados,,,M,,2002-01-14 00:00:00,WRE,WRE,,dgomezzrenados@gmail.com,Valley Center,KS,67147,USA,1
Training Center,1003123,8E9B0770-81E4-E511-ADF7-005056AD000E,Devon,,Gomez-Grenados,,,,,2002-01-14 00:00:00,WRE,WRE,,dgomezzrenados@yahoo.com,Valley Center,KS,67147,USA,1
